invoiceno,stockcode,description,quantity,invoicedate,unitprice,customerid,country,invoiceyear,invoicemonth,totalcost
548012,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,5,2011-03-29 11:15:00,1.95,17377.0,United Kingdom,2011,3,9.75
552659,21668,RED STRIPE CERAMIC DRAWER KNOB,16,2011-05-10 15:03:00,2.46,Unknown,United Kingdom,2011,5,39.36
575693,23355,HOT WATER BOTTLE KEEP CALM,8,2011-11-10 16:36:00,4.95,16979.0,United Kingdom,2011,11,39.6
576837,22615,PACK OF 12 CIRCUS PARADE TISSUES ,2,2011-11-16 15:16:00,0.83,Unknown,United Kingdom,2011,11,1.66
568703,22916,HERB MARKER THYME,6,2011-09-28 15:21:00,0.65,12748.0,United Kingdom,2011,9,3.9
581218,22057,CERAMIC PLATE STRAWBERRY DESIGN,32,2011-12-08 09:23:00,0.39,14191.0,United Kingdom,2011,12,12.48
543200,21876,POTTERING MUG,1,2011-02-04 13:03:00,3.29,Unknown,United Kingdom,2011,2,3.29
549524,20724,RED RETROSPOT CHARLOTTE BAG,1,2011-04-08 15:42:00,1.63,Unknown,United Kingdom,2011,4,1.63
581216,48194,DOORMAT HEARTS,4,2011-12-08 09:06:00,8.25,16523.0,United Kingdom,2011,12,33.0
580160,22561,WOODEN SCHOOL COLOURING SET,12,2011-12-02 10:47:00,1.65,12700.0,France,2011,12,19.8
548714,22219,LOVEBIRD HANGING DECORATION WHITE ,2,2011-04-03 15:07:00,0.85,17337.0,United Kingdom,2011,4,1.7
574555,23265,SET OF 3 WOODEN TREE DECORATIONS,1,2011-11-04 15:29:00,1.25,16426.0,United Kingdom,2011,11,1.25
571564,23203,JUMBO BAG VINTAGE DOILY ,10,2011-10-18 10:16:00,2.08,16019.0,United Kingdom,2011,10,20.8
574317,22230,JIGSAW TREE WITH WATERING CAN,40,2011-11-03 18:49:00,0.29,17078.0,United Kingdom,2011,11,11.6
550637,22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,2,2011-04-19 15:39:00,2.95,14415.0,United Kingdom,2011,4,5.9
579194,23084,RABBIT NIGHT LIGHT,12,2011-11-28 15:50:00,2.08,15804.0,United Kingdom,2011,11,24.96
546385,21527,RED RETROSPOT TRADITIONAL TEAPOT ,12,2011-03-11 13:13:00,6.95,16652.0,United Kingdom,2011,3,83.4
563018,22219,LOVEBIRD HANGING DECORATION WHITE ,12,2011-08-11 12:53:00,0.85,13427.0,United Kingdom,2011,8,10.2
557057,23245,SET OF 3 REGENCY CAKE TINS,8,2011-06-16 14:46:00,4.95,16843.0,United Kingdom,2011,6,39.6
551058,21078,SET/20 STRAWBERRY PAPER NAPKINS ,1,2011-04-26 12:07:00,0.85,14606.0,United Kingdom,2011,4,0.85
563022,22695,WICKER WREATH SMALL,1,2011-08-11 13:34:00,1.45,17248.0,United Kingdom,2011,8,1.45
570501,22384,LUNCH BAG PINK POLKADOT,10,2011-10-11 09:23:00,1.65,14857.0,United Kingdom,2011,10,16.5
581023,22630,DOLLY GIRL LUNCH BOX,3,2011-12-07 10:35:00,2.46,Unknown,United Kingdom,2011,12,7.38
573585,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,4,2011-10-31 14:41:00,5.79,Unknown,United Kingdom,2011,10,23.16
554080,23301,GARDENERS KNEELING PAD KEEP CALM ,1,2011-05-22 11:42:00,1.65,16931.0,United Kingdom,2011,5,1.65
541696,22271,FELTCRAFT DOLL ROSIE,1,2011-01-20 18:08:00,5.79,Unknown,United Kingdom,2011,1,5.79
553928,21731,RED TOADSTOOL LED NIGHT LIGHT,72,2011-05-20 10:02:00,1.45,12931.0,United Kingdom,2011,5,104.4
570000,22890,NOVELTY BISCUITS CAKE STAND 3 TIER,2,2011-10-07 08:55:00,9.95,12420.0,Cyprus,2011,10,19.9
536990,22383,LUNCH BAG SUKI  DESIGN ,10,2010-12-03 15:14:00,1.65,12793.0,Portugal,2010,12,16.5
569252,23108,SET OF 10 LED DOLLY LIGHTS,8,2011-10-03 10:38:00,6.25,14333.0,United Kingdom,2011,10,50.0
572063,22348,TEA BAG PLATE RED RETROSPOT,1,2011-10-20 12:57:00,0.85,14606.0,United Kingdom,2011,10,0.85
C541656,21528,DAIRY MAID TRADITIONAL TEAPOT ,1,2011-01-20 12:07:00,6.95,17315.0,United Kingdom,2011,1,6.95
537237,22924,FRIDGE MAGNETS LA VIE EN ROSE,1,2010-12-06 09:58:00,11.02,Unknown,United Kingdom,2010,12,11.02
577319,23308,SET OF 60 VINTAGE LEAF CAKE CASES ,1,2011-11-18 13:43:00,0.55,17301.0,United Kingdom,2011,11,0.55
580640,22701,PINK DOG BOWL,1,2011-12-05 12:51:00,0.79,16910.0,United Kingdom,2011,12,0.79
555076,23107,WHITE HEARTS WIRE PLANT POT HOLDER,8,2011-05-31 12:11:00,2.89,13900.0,United Kingdom,2011,5,23.12
578262,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,2,2011-11-23 13:27:00,0.85,18283.0,United Kingdom,2011,11,1.7
561868,20723,STRAWBERRY CHARLOTTE BAG,1,2011-07-31 11:26:00,0.85,16813.0,United Kingdom,2011,7,0.85
559804,22797,CHEST OF DRAWERS GINGHAM HEART ,1,2011-07-12 14:17:00,16.95,17405.0,United Kingdom,2011,7,16.95
539631,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,1,2010-12-20 15:03:00,1.66,Unknown,United Kingdom,2010,12,1.66
549558,22639,SET OF 4 NAPKIN CHARMS HEARTS,2,2011-04-10 13:21:00,2.55,15058.0,United Kingdom,2011,4,5.1
580956,22494,EMERGENCY FIRST AID TIN ,1,2011-12-06 14:23:00,1.25,17841.0,United Kingdom,2011,12,1.25
553190,22297,HEART IVORY TRELLIS SMALL,3,2011-05-15 13:14:00,1.25,15164.0,United Kingdom,2011,5,3.75
C554685,20682,RED RETROSPOT CHILDRENS UMBRELLA,1,2011-05-25 16:30:00,3.25,16161.0,United Kingdom,2011,5,3.25
574700,23340,VINTAGE CHRISTMAS CAKE FRILL,5,2011-11-06 13:53:00,1.65,16033.0,United Kingdom,2011,11,8.25
575631,21912,VINTAGE SNAKES & LADDERS,1,2011-11-10 13:41:00,3.75,15184.0,United Kingdom,2011,11,3.75
567580,85017B,ENVELOPE 50 BLOSSOM IMAGES,36,2011-09-21 11:10:00,0.42,16493.0,United Kingdom,2011,9,15.12
C544902,22629,SPACEBOY LUNCH BOX ,1,2011-02-24 13:05:00,1.95,12362.0,Belgium,2011,2,1.95
548407,21986,PACK OF 12 PINK POLKADOT TISSUES,24,2011-03-31 10:07:00,0.29,16401.0,United Kingdom,2011,3,6.959999999999999
564246,23199,JUMBO BAG APPLES,10,2011-08-24 10:36:00,2.08,13534.0,United Kingdom,2011,8,20.8
540242,22673,FRENCH GARDEN SIGN BLUE METAL,4,2011-01-05 15:30:00,1.25,15046.0,United Kingdom,2011,1,5.0
536540,21055,TOOL BOX SOFT TOY ,4,2010-12-01 14:05:00,8.95,14911.0,EIRE,2010,12,35.8
575491,85099C,JUMBO  BAG BAROQUE BLACK WHITE,10,2011-11-09 17:47:00,2.08,15531.0,United Kingdom,2011,11,20.8
C579989,23415,HOME SWEET HOME HOOK,5,2011-12-01 11:18:00,1.65,15745.0,United Kingdom,2011,12,8.25
571189,23350,ROLL WRAP VINTAGE SPOT ,12,2011-10-14 11:42:00,1.25,13213.0,United Kingdom,2011,10,15.0
563262,22406,MONEY BOX KINGS CHOICE DESIGN,6,2011-08-15 12:44:00,1.25,15311.0,United Kingdom,2011,8,7.5
561922,22537,MAGIC DRAWING SLATE DINOSAUR,1,2011-08-01 12:12:00,0.42,13167.0,United Kingdom,2011,8,0.42
580647,22138,BAKING SET 9 PIECE RETROSPOT ,1,2011-12-05 13:14:00,4.95,14083.0,United Kingdom,2011,12,4.95
558916,72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,24,2011-07-05 09:33:00,3.81,16985.0,United Kingdom,2011,7,91.44
545660,21272,SALLE DE BAIN HOOK,5,2011-03-04 14:28:00,1.25,17191.0,United Kingdom,2011,3,6.25
578041,22158,3 HEARTS HANGING DECORATION RUSTIC,6,2011-11-22 14:23:00,2.95,17338.0,United Kingdom,2011,11,17.700000000000003
C542910,22360,GLASS JAR ENGLISH CONFECTIONERY,3,2011-02-01 15:38:00,2.55,17511.0,United Kingdom,2011,2,7.649999999999999
571035,22138,BAKING SET 9 PIECE RETROSPOT ,3,2011-10-13 12:50:00,4.95,12446.0,RSA,2011,10,14.85
579196,21509,COWBOYS AND INDIANS BIRTHDAY CARD ,4,2011-11-28 15:54:00,0.83,14096.0,United Kingdom,2011,11,3.32
575202,22271,FELTCRAFT DOLL ROSIE,6,2011-11-09 10:14:00,2.95,13018.0,United Kingdom,2011,11,17.700000000000003
549556,23255,CHILDRENS CUTLERY CIRCUS PARADE,2,2011-04-10 12:53:00,4.15,17372.0,United Kingdom,2011,4,8.3
561794,23202,JUMBO BAG VINTAGE LEAF,10,2011-07-29 13:11:00,2.08,12921.0,United Kingdom,2011,7,20.8
568387,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,4,2011-09-27 10:04:00,4.25,13704.0,United Kingdom,2011,9,17.0
544651,22367,CHILDRENS APRON SPACEBOY DESIGN,50,2011-02-22 12:51:00,1.65,13694.0,United Kingdom,2011,2,82.5
570258,21166,COOK WITH WINE METAL SIGN ,1,2011-10-10 09:56:00,4.13,Unknown,United Kingdom,2011,10,4.13
560577,21165,BEWARE OF THE CAT METAL SIGN ,12,2011-07-19 15:07:00,1.69,18223.0,United Kingdom,2011,7,20.28
563384,84970S,HANGING HEART ZINC T-LIGHT HOLDER,12,2011-08-16 10:52:00,0.85,17315.0,United Kingdom,2011,8,10.2
575964,23457,LARGE PARLOUR PICTURE FRAME,1,2011-11-13 12:31:00,4.95,15021.0,United Kingdom,2011,11,4.95
C579783,23597,PAPER BUNTING PAISLEY PARK,6,2011-11-30 15:21:00,2.95,17727.0,United Kingdom,2011,11,17.700000000000003
541999,90214E,"LETTER ""E"" BLING KEY RING",4,2011-01-25 10:45:00,0.83,Unknown,United Kingdom,2011,1,3.32
557850,21936,RED RETROSPOT PICNIC BAG,5,2011-06-23 10:56:00,2.95,12720.0,Germany,2011,6,14.75
580771,22640,SET OF 4 NAPKIN CHARMS 3 KEYS ,4,2011-12-06 10:58:00,0.79,16015.0,United Kingdom,2011,12,3.16
541566,22117,METAL SIGN HER DINNER IS SERVED ,12,2011-01-19 11:50:00,0.85,17722.0,United Kingdom,2011,1,10.2
561647,22965,3 TRADITIONAl BISCUIT CUTTERS  SET,48,2011-07-28 15:20:00,1.85,13340.0,United Kingdom,2011,7,88.80000000000001
563556,85099C,JUMBO  BAG BAROQUE BLACK WHITE,10,2011-08-17 13:31:00,2.08,17706.0,United Kingdom,2011,8,20.8
538349,79321,CHILLI LIGHTS,1,2010-12-10 14:59:00,10.17,Unknown,United Kingdom,2010,12,10.17
547240,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,1,2011-03-21 16:32:00,2.95,17585.0,United Kingdom,2011,3,2.95
560783,23268,SET OF 2 CERAMIC CHRISTMAS REINDEER,12,2011-07-21 10:24:00,1.45,15108.0,European Community,2011,7,17.4
579534,84978,HANGING HEART JAR T-LIGHT HOLDER,36,2011-11-30 09:33:00,1.06,13784.0,United Kingdom,2011,11,38.16
552057,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,2011-05-06 10:34:00,0.85,17504.0,United Kingdom,2011,5,10.2
538903,22460,EMBOSSED GLASS TEALIGHT HOLDER,12,2010-12-15 10:17:00,1.25,13496.0,United Kingdom,2010,12,15.0
559693,22182,CAKE STAND VICTORIAN FILIGREE SMALL,1,2011-07-11 16:21:00,4.13,Unknown,United Kingdom,2011,7,4.13
572897,21115,ROSE CARAVAN DOORSTOP,3,2011-10-26 14:42:00,14.13,Unknown,United Kingdom,2011,10,42.39
551284,84535B,FAIRY CAKES NOTEBOOK A6 SIZE,4,2011-04-27 14:05:00,0.65,15005.0,United Kingdom,2011,4,2.6
564943,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,6,2011-08-31 13:23:00,2.95,17706.0,United Kingdom,2011,8,17.700000000000003
556259,22699,ROSES REGENCY TEACUP AND SAUCER ,6,2011-06-09 17:53:00,2.95,12721.0,France,2011,6,17.700000000000003
562717,22414,DOORMAT NEIGHBOURHOOD WITCH ,1,2011-08-08 15:42:00,15.79,Unknown,United Kingdom,2011,8,15.79
580729,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,25,2011-12-05 17:24:00,2.46,Unknown,United Kingdom,2011,12,61.5
550616,22722,SET OF 6 SPICE TINS PANTRY DESIGN,8,2011-04-19 12:59:00,3.95,15140.0,United Kingdom,2011,4,31.6
541516,84951B,SET OF 4 BLACK LOVEBIRD COASTERS,1,2011-01-18 17:34:00,1.63,Unknown,United Kingdom,2011,1,1.63
576189,23309,SET OF 60 I LOVE LONDON CAKE CASES ,3,2011-11-14 11:33:00,0.55,14684.0,United Kingdom,2011,11,1.65
542255,22666,RECIPE BOX PANTRY YELLOW DESIGN,1,2011-01-26 16:43:00,5.79,Unknown,United Kingdom,2011,1,5.79
567474,79321,CHILLI LIGHTS,4,2011-09-20 12:53:00,5.75,13448.0,United Kingdom,2011,9,23.0
539754,21165,BEWARE OF THE CAT METAL SIGN ,1,2010-12-21 16:06:00,1.69,12748.0,United Kingdom,2010,12,1.69
580983,23373,VINTAGE CHRISTMAS PAPER GIFT BAG,8,2011-12-06 16:26:00,1.63,Unknown,United Kingdom,2011,12,13.04
543467,22962,JAM JAR WITH PINK LID,1,2011-02-08 14:35:00,1.63,Unknown,United Kingdom,2011,2,1.63
550310,21899,"KEY FOB , GARAGE DESIGN",24,2011-04-17 11:04:00,0.65,15985.0,United Kingdom,2011,4,15.6
540550,21622,VINTAGE UNION JACK CUSHION COVER,4,2011-01-10 09:11:00,4.95,12539.0,Spain,2011,1,19.8
556128,23165,LARGE CERAMIC TOP STORAGE JAR,12,2011-06-09 10:31:00,1.65,13038.0,United Kingdom,2011,6,19.8
565612,22548,HEADS AND TAILS SPORTING FUN,12,2011-09-05 15:17:00,1.25,12616.0,France,2011,9,15.0
568134,21204,DAISIES  HONEYCOMB GARLAND ,2,2011-09-23 17:02:00,3.29,Unknown,United Kingdom,2011,9,6.58
553035,22854,CREAM SWEETHEART EGG HOLDER,1,2011-05-12 20:13:00,4.95,17337.0,United Kingdom,2011,5,4.95
576339,85227,SET OF 6 3D KIT CARDS FOR KIDS,5,2011-11-14 15:27:00,1.63,14096.0,United Kingdom,2011,11,8.149999999999999
576191,23209,LUNCH BAG VINTAGE DOILY ,2,2011-11-14 11:54:00,1.65,17377.0,United Kingdom,2011,11,3.3
577059,23311,VINTAGE CHRISTMAS STOCKING ,6,2011-11-17 14:30:00,2.55,13704.0,United Kingdom,2011,11,15.3
574704,21733,RED HANGING HEART T-LIGHT HOLDER,10,2011-11-06 14:02:00,2.95,15696.0,United Kingdom,2011,11,29.5
575739,21915,RED  HARMONICA IN BOX ,2,2011-11-11 09:05:00,2.46,Unknown,United Kingdom,2011,11,4.92
573286,22337,ANGEL DECORATION PAINTED ZINC ,10,2011-10-28 14:38:00,0.65,Unknown,Switzerland,2011,10,6.5
544812,90214E,"LETTER ""E"" BLING KEY RING",1,2011-02-23 15:58:00,0.83,Unknown,United Kingdom,2011,2,0.83
566274,22867,HAND WARMER BIRD DESIGN,5,2011-09-11 13:58:00,2.1,13884.0,United Kingdom,2011,9,10.5
563699,23298,SPOTTY BUNTING,6,2011-08-18 13:47:00,4.95,13381.0,United Kingdom,2011,8,29.700000000000003
538116,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,12,2010-12-09 15:32:00,2.95,13327.0,United Kingdom,2010,12,35.400000000000006
553225,23156,SET OF 5 MINI GROCERY MAGNETS,12,2011-05-16 10:41:00,2.08,16912.0,United Kingdom,2011,5,24.96
576182,22219,LOVEBIRD HANGING DECORATION WHITE ,12,2011-11-14 11:21:00,0.85,12938.0,United Kingdom,2011,11,10.2
538785,22937,BAKING MOULD CUPCAKE CHOCOLATE,12,2010-12-14 11:39:00,2.55,14961.0,United Kingdom,2010,12,30.6
560772,21975,PACK OF 60 DINOSAUR CAKE CASES,11,2011-07-20 16:12:00,0.55,Unknown,United Kingdom,2011,7,6.050000000000001
575692,22620,4 TRADITIONAL SPINNING TOPS,3,2011-11-10 16:27:00,1.45,12508.0,France,2011,11,4.35
571296,22966,GINGERBREAD MAN COOKIE CUTTER,4,2011-10-16 16:13:00,1.25,13760.0,United Kingdom,2011,10,5.0
542238,22890,NOVELTY BISCUITS CAKE STAND 3 TIER,2,2011-01-26 14:35:00,9.95,12591.0,Italy,2011,1,19.9
558964,23226,FILIGREE HEART DAISY WHITE,24,2011-07-05 10:58:00,1.25,14235.0,United Kingdom,2011,7,30.0
554941,85054,FRENCH ENAMEL POT W LID,1,2011-05-27 13:53:00,2.95,16016.0,United Kingdom,2011,5,2.95
577358,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,1,2011-11-18 15:59:00,5.79,Unknown,United Kingdom,2011,11,5.79
566936,21955,DOORMAT UNION JACK GUNS AND ROSES,100,2011-09-15 15:35:00,4.58,18102.0,United Kingdom,2011,9,458.0
561324,21845,DAIRY MAID STRIPE MUG,36,2011-07-26 13:45:00,0.79,14414.0,United Kingdom,2011,7,28.44
551994,85230E,STRAWBRY SCENTED VOTIVE CANDLE,24,2011-05-05 15:42:00,0.29,12868.0,United Kingdom,2011,5,6.959999999999999
541965,21124,SET/10 BLUE POLKADOT PARTY CANDLES,24,2011-01-24 13:27:00,1.25,12625.0,Germany,2011,1,30.0
577296,72817,SET OF 2 CHRISTMAS DECOUPAGE CANDLE,1,2011-11-18 12:47:00,0.79,17286.0,United Kingdom,2011,11,0.79
580137,23273,HEART T-LIGHT HOLDER WILLIE WINKIE,2,2011-12-01 19:54:00,1.65,17566.0,United Kingdom,2011,12,3.3
576851,21899,GARAGE KEY FOB,2,2011-11-16 15:41:00,0.65,15967.0,United Kingdom,2011,11,1.3
567482,22406,MONEY BOX KINGS CHOICE DESIGN,1,2011-09-20 13:42:00,1.25,16464.0,United Kingdom,2011,9,1.25
569734,23318,BOX OF 6 MINI VINTAGE CRACKERS,6,2011-10-06 10:31:00,2.49,14538.0,United Kingdom,2011,10,14.94
542928,21498,RED RETROSPOT WRAP ,25,2011-02-02 10:22:00,0.42,17863.0,United Kingdom,2011,2,10.5
575867,21400,RED PUDDING SPOON,9,2011-11-11 12:44:00,0.12,15034.0,United Kingdom,2011,11,1.08
C558444,82483,WOOD 2 DRAWER CABINET WHITE FINISH,1,2011-06-29 13:29:00,5.95,15311.0,United Kingdom,2011,6,5.95
540551,21881,CUTE CATS TAPE,6,2011-01-10 09:43:00,0.43,Unknown,United Kingdom,2011,1,2.58
562560,23183,MOTHER'S KITCHEN SPOON REST ,6,2011-08-05 17:12:00,3.75,14156.0,EIRE,2011,8,22.5
577358,23083,SET 6 PAPER TABLE LANTERN STARS ,3,2011-11-18 15:59:00,7.46,Unknown,United Kingdom,2011,11,22.38
C537530,85047,WHITE BEADED GARLAND STRING 20LIGHT,2,2010-12-07 11:47:00,6.35,13319.0,United Kingdom,2010,12,12.7
544778,21692,SILVER LATTICE VANILLA CANDLE POT,3,2011-02-23 12:03:00,3.75,14978.0,United Kingdom,2011,2,11.25
543013,85131D,BEADED CRYSTAL HEART PINK ON STICK,1,2011-02-02 13:35:00,0.83,Unknown,United Kingdom,2011,2,0.83
541969,22722,SET OF 6 SPICE TINS PANTRY DESIGN,1,2011-01-24 13:46:00,8.29,Unknown,United Kingdom,2011,1,8.29
567981,21239,PINK  POLKADOT CUP,4,2011-09-23 11:22:00,1.63,Unknown,United Kingdom,2011,9,6.52
567661,22905,CALENDAR IN SEASON DESIGN,2,2011-09-21 15:06:00,2.95,13959.0,United Kingdom,2011,9,5.9
546732,37448,CERAMIC CAKE DESIGN SPOTTED MUG,1,2011-03-16 11:41:00,1.49,14606.0,United Kingdom,2011,3,1.49
576327,23283,DOORMAT VINTAGE LEAF,4,2011-11-14 15:19:00,8.25,12476.0,Germany,2011,11,33.0
C577849,23535,WALL ART BICYCLE SAFETY,1,2011-11-22 10:59:00,5.95,14534.0,United Kingdom,2011,11,5.95
581492,23234,BISCUIT TIN VINTAGE CHRISTMAS,4,2011-12-09 10:03:00,5.79,Unknown,United Kingdom,2011,12,23.16
578347,23336,EGG FRYING PAN PINK ,1,2011-11-24 09:26:00,4.13,Unknown,United Kingdom,2011,11,4.13
538071,84559B,3D SHEET OF CAT STICKERS,2,2010-12-09 14:09:00,1.69,Unknown,United Kingdom,2010,12,3.38
566060,23012,GLASS APOTHECARY BOTTLE PERFUME,1,2011-09-08 15:27:00,8.29,Unknown,United Kingdom,2011,9,8.29
580089,23582,VINTAGE DOILY JUMBO BAG RED ,10,2011-12-01 14:34:00,2.08,14732.0,United Kingdom,2011,12,20.8
571197,22575,METAL MERRY CHRISTMAS WREATH,6,2011-10-14 12:08:00,1.95,16413.0,United Kingdom,2011,10,11.7
554033,20728,LUNCH BAG CARS BLUE,20,2011-05-20 14:06:00,1.65,16187.0,United Kingdom,2011,5,33.0
571556,23199,JUMBO BAG APPLES,10,2011-10-18 09:24:00,2.08,12662.0,Germany,2011,10,20.8
537794,85231G,ORANGE SCENTED SET/9 T-LIGHTS,3,2010-12-08 13:01:00,0.85,16713.0,United Kingdom,2010,12,2.55
563937,21174,POTTERING IN THE SHED METAL SIGN,12,2011-08-22 09:10:00,2.08,18204.0,United Kingdom,2011,8,24.96
C579926,20727,LUNCH BAG  BLACK SKULL.,2,2011-12-01 09:19:00,1.65,14389.0,United Kingdom,2011,12,3.3
559499,22174,PHOTO CUBE,3,2011-07-08 14:22:00,4.13,Unknown,United Kingdom,2011,7,12.39
579777,23293,SET OF 12 FAIRY CAKE BAKING CASES,1,2011-11-30 15:13:00,2.46,Unknown,United Kingdom,2011,11,2.46
577473,21065,BOOM BOX SPEAKER GIRLS,1,2011-11-20 11:28:00,5.95,15919.0,United Kingdom,2011,11,5.95
567507,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,5,2011-09-20 14:46:00,7.46,Unknown,United Kingdom,2011,9,37.3
575207,21790,VINTAGE SNAP CARDS,24,2011-11-09 10:27:00,0.85,18172.0,United Kingdom,2011,11,20.4
550906,47518F,ICON PLACEMAT POP ART ELVIS,144,2011-04-21 12:34:00,0.12,14298.0,United Kingdom,2011,4,17.28
558540,22061,LARGE CAKE STAND  HANGING STRAWBERY,2,2011-06-30 12:15:00,9.95,17706.0,United Kingdom,2011,6,19.9
547656,21908,CHOCOLATE THIS WAY METAL SIGN,2,2011-03-24 12:53:00,2.1,13263.0,United Kingdom,2011,3,4.2
572669,21163,DO NOT TOUCH MY STUFF DOOR HANGER ,2,2011-10-25 13:10:00,0.39,16549.0,United Kingdom,2011,10,0.78
543372,22325,MOBILE VINTAGE HEARTS ,3,2011-02-07 15:01:00,4.95,16321.0,Australia,2011,2,14.85
562955,23028,DRAWER KNOB CRACKLE GLAZE BLUE,2,2011-08-11 10:14:00,4.13,Unknown,United Kingdom,2011,8,8.26
539416,22047,EMPIRE GIFT WRAP,25,2010-12-17 13:56:00,0.42,17888.0,United Kingdom,2010,12,10.5
551436,22840,ROUND CAKE TIN VINTAGE RED,1,2011-04-28 15:13:00,7.95,16904.0,United Kingdom,2011,4,7.95
556241,79144B,PAINTED LIGHTBULB STAR+ MOON,6,2011-06-09 16:04:00,0.42,12597.0,Spain,2011,6,2.52
565231,21786,POLKADOT RAIN HAT ,1,2011-09-02 09:26:00,0.83,Unknown,United Kingdom,2011,9,0.83
568044,22365,DOORMAT RESPECTABLE HOUSE,2,2011-09-23 12:10:00,8.25,15763.0,United Kingdom,2011,9,16.5
540154,21633,SUNFLOWER DECORATIVE PARASOL,1,2011-01-05 11:30:00,8.47,Unknown,United Kingdom,2011,1,8.47
537240,21754,HOME BUILDING BLOCK WORD,4,2010-12-06 10:08:00,11.87,Unknown,United Kingdom,2010,12,47.48
562579,84378,SET OF 3 HEART COOKIE CUTTERS,1,2011-08-07 13:30:00,1.25,16950.0,United Kingdom,2011,8,1.25
580695,21446,12 RED ROSE PEG PLACE SETTINGS,1,2011-12-05 16:03:00,1.25,13230.0,United Kingdom,2011,12,1.25
560451,23293,SET OF 12 FAIRY CAKE BAKING CASES,16,2011-07-19 09:50:00,0.83,14911.0,EIRE,2011,7,13.28
566580,22417,PACK OF 60 SPACEBOY CAKE CASES,24,2011-09-13 13:46:00,0.55,12822.0,United Kingdom,2011,9,13.2
579493,22627,MINT KITCHEN SCALES,2,2011-11-29 15:24:00,8.5,15570.0,United Kingdom,2011,11,17.0
552654,21733,RED HANGING HEART T-LIGHT HOLDER,1,2011-05-10 14:20:00,2.95,15756.0,United Kingdom,2011,5,2.95
564049,47574A,ENGLISH ROSE SCENTED HANGING FLOWER,2,2011-08-22 13:30:00,0.75,17585.0,United Kingdom,2011,8,1.5
549251,84836,ZINC METAL HEART DECORATION,4,2011-04-07 12:16:00,1.25,14449.0,United Kingdom,2011,4,5.0
539990,22379,RECYCLING BAG RETROSPOT ,1,2010-12-23 16:31:00,2.1,Unknown,United Kingdom,2010,12,2.1
539458,21014,SWISS CHALET TREE DECORATION ,1,2010-12-17 17:30:00,0.85,Unknown,United Kingdom,2010,12,0.85
561218,15036,ASSORTED COLOURS SILK FAN,8,2011-07-25 17:11:00,1.63,Unknown,United Kingdom,2011,7,13.04
579470,23406,HOME SWEET HOME KEY HOLDER,2,2011-11-29 15:06:00,6.25,16549.0,United Kingdom,2011,11,12.5
556108,20707,CRAZY DAISY HEART DECORATION,4,2011-06-08 17:59:00,0.83,Unknown,United Kingdom,2011,6,3.32
565116,22867,HAND WARMER BIRD DESIGN,96,2011-09-01 11:30:00,1.85,13089.0,United Kingdom,2011,9,177.60000000000002
536945,21250,SET OF SKULL WALL STICKERS,2,2010-12-03 12:24:00,2.95,14083.0,United Kingdom,2010,12,5.9
561820,23250,VINTAGE RED TRIM ENAMEL BOWL ,5,2011-07-29 16:00:00,2.46,Unknown,United Kingdom,2011,7,12.3
543306,21240,BLUE POLKADOT CUP,2,2011-02-07 11:56:00,0.85,16686.0,United Kingdom,2011,2,1.7
568510,23334,IVORY WICKER HEART SMALL,50,2011-09-27 12:26:00,0.63,13555.0,United Kingdom,2011,9,31.5
557758,84944,SET OF 6 KASHMIR FOLKART BAUBLES,1,2011-06-22 13:28:00,1.65,17585.0,United Kingdom,2011,6,1.65
559693,21931,JUMBO STORAGE BAG SUKI,1,2011-07-11 16:21:00,4.13,Unknown,United Kingdom,2011,7,4.13
536522,85035B,CHOCOLATE 3 WICK MORRIS BOX CANDLE,1,2010-12-01 12:49:00,4.25,15012.0,United Kingdom,2010,12,4.25
546527,48187,DOORMAT NEW ENGLAND,20,2011-03-14 13:00:00,6.75,15061.0,United Kingdom,2011,3,135.0
C564952,20724,RED RETROSPOT CHARLOTTE BAG,1,2011-08-31 13:36:00,0.85,14188.0,United Kingdom,2011,8,0.85
580730,90003C,MIDNIGHT BLUE PAIR HEART HAIR SLIDE,1,2011-12-05 17:28:00,3.73,Unknown,United Kingdom,2011,12,3.73
543400,20724,RED RETROSPOT CHARLOTTE BAG,10,2011-02-08 11:27:00,0.85,14688.0,United Kingdom,2011,2,8.5
576251,23422,PANTRY HOOK BALLOON WHISK ,4,2011-11-14 13:51:00,2.08,16207.0,United Kingdom,2011,11,8.32
539451,21167,WHITE SAGE INCENSE,2,2010-12-17 16:59:00,0.43,Unknown,United Kingdom,2010,12,0.86
548993,21896,POTTING SHED TWINE,36,2011-04-05 13:56:00,2.1,12753.0,Japan,2011,4,75.60000000000001
